sequence,taxonomy,,,,,,,,,,,,,,,,,
Seq2591,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2605,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2611,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2648,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2649,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2670,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2732,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2753,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2767,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2811,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2820,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2821,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2839,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2878,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2882,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2894,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2898,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2906,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2910,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2924,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2961,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2976,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2980,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq2989,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3014,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3072,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3097,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3107,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3114,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3144,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3236,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3270,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3279,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3307,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3351,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3360,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3441,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3445,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3451,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3456,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3459,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3481,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3512,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3516,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3529,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3537,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3548,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3553,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3572,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3612,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3627,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3629,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3652,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3655,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3657,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3672,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3686,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3687,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3688,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3699,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3730,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3765,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3778,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3798,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3821,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3835,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3863,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3912,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3958,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3960,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3968,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq3993,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4002,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4003,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4005,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4006,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4045,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4056,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4092,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4106,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4119,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4145,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4186,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4187,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4214,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4237,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4244,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4340,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4354,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4366,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4376,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4394,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4418,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4420,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4431,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4433,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4473,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4536,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4578,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4652,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4665,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4689,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4694,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4701,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4715,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4720,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4741,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4753,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4763,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4768,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4772,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4821,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4834,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4837,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4864,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4888,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4904,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4921,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4925,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4931,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq4976,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5023,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5029,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5057,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5061,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5078,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5169,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5181,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5183,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5230,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5248,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5256,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5259,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5317,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5342,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5377,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5390,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5395,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5402,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5414,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5417,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5436,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5444,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5450,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5486,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5490,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5493,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5505,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5520,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5532,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5573,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5574,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5589,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5633,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5636,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5637,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5648,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5702,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5706,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5724,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5729,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5738,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5740,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5757,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5778,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5796,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
Seq5797,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,,,,,,,,,,,,,
